,skeleton-id,node-id-src,node-id-dst,branch-distance,branch-type,mean-pixel-value,stdev-pixel-value,image-coord-src-0,image-coord-src-1,image-coord-dst-0,image-coord-dst-1,coord-src-0,coord-src-1,coord-dst-0,coord-dst-1,euclidean-distance,main,index
229,4,5712,5945,55.49838429410593,2,2.6820100427372706,0.49092486687429354,736.3333333333334,559.3333333333334,748.75,476.0,418.3725195312501,317.80402343750006,425.42746582031253,270.455390625,47.87134107537111,False,230
230,4,5945,6663,90.48682294884559,2,2.422798182095529,0.6381281772527532,748.75,476.0,831.25,560.0,425.42746582031253,270.455390625,472.30261230468756,318.1828125,66.8968321878237,False,231
231,4,5963,15205,3.6444509129491354,1,4.109538203477386,0.5604116681008621,752.0,20.0,746.0,19.0,427.2740625,11.363671875000001,423.86496093750003,10.795488281250002,3.45612587439267,False,232
232,4,5963,15350,0.8035329441991396,1,4.261376953125001,0.2840917968750068,752.0,20.0,753.0,19.0,427.2740625,11.363671875000001,427.84224609375,10.795488281250002,0.8035329441991396,False,233
233,4,5963,6116,9.913714642077203,2,3.5428386420169917,0.5745990201091553,752.0,20.0,764.6666666666666,30.333333333333332,427.2740625,11.363671875000001,434.47105468750004,17.23490234375,9.288059203305865,False,234
234,4,5964,6347,45.92386692844701,2,2.8776615458555392,0.5240421203985254,754.6666666666666,290.6666666666667,815.6666666666666,252.66666666666666,428.78921875000003,165.15203125000002,463.44841796875,143.56105468750002,40.834181262851615,False,235
235,4,5964,6694,52.10945924114358,2,2.91084601212919,0.375096371250385,754.6666666666666,290.6666666666667,835.3333333333334,302.6666666666667,428.78921875000003,165.15203125000002,474.62269531250007,171.97023437500002,46.33784055886722,False,236
236,4,6098,6663,58.43307024314669,2,2.816100800681881,0.406422356565799,755.75,619.0,831.25,560.0,429.4047509765625,351.70564453125,472.30261230468756,318.1828125,54.442692566794,False,237
237,4,6098,6330,37.832550265437035,2,3.3776182364301763,0.29988907017875527,755.75,619.0,811.6666666666666,643.6666666666666,429.4047509765625,351.70564453125,461.17568359375,365.72083984375,34.72488817855848,False,238
238,4,6100,6484,48.57093321858084,2,2.637150015325665,0.6722597300411094,757.6666666666666,825.3333333333334,820.0,867.25,430.49376953125,468.94085937500006,465.910546875,492.7572216796875,42.67982229162749,False,239
239,4,6100,6752,61.73167576710244,2,3.059523238892602,0.44606250378753787,757.6666666666666,825.3333333333334,858.6666666666666,806.6666666666666,430.49376953125,468.94085937500006,487.8803125,458.33476562500005,58.358414462166294,True,240
240,4,6116,6130,40.15075764163478,2,2.8868711382778214,0.4370285894160553,764.6666666666666,30.333333333333332,775.0,93.0,434.47105468750004,17.23490234375,440.34228515625006,52.84107421875,36.08698966122306,False,241
241,4,6116,6270,13.482774886372262,2,2.750049929962861,0.5466242297896088,764.6666666666666,30.333333333333332,786.75,30.0,434.47105468750004,17.23490234375,447.01844238281257,17.045507812500002,12.548817006592593,False,242
242,4,6129,16181,88.24574678604948,1,2.8185143210489776,0.3610071302727868,771.75,99.0,788.0,205.0,438.4956884765625,56.25017578125001,447.72867187500003,116.47763671875,60.93106788341979,False,243
243,4,6129,6130,4.08349140164369,2,4.039892920376111,0.34005397111024305,771.75,99.0,775.0,93.0,438.4956884765625,56.25017578125001,440.34228515625006,52.84107421875,3.877098497700698,False,244
244,4,6130,6328,17.330080185486533,2,2.8790620288369846,0.6432273392355383,775.0,93.0,803.0,86.75,440.34228515625006,52.84107421875,456.25142578125,49.2899267578125,16.300656542463162,False,245
245,4,6270,6329,23.767187196871408,2,2.9349436462274046,0.839960297720987,786.75,30.0,804.25,63.0,447.01844238281257,17.045507812500002,456.96165527343754,35.79556640625,21.223387567901337,False,246
